Gene ID,BSF Intensity,BSF rank,Desc
Tb927.7.2330,7.5107136,2752,"Protein of unknown function (DUF1663), putative"
Tb11.v5.0720,7.510327,2753,"hypothetical protein, conserved"
Tb927.6.3220,7.510327,2754,"hypothetical protein, conserved"
Tb927.11.12220,7.510127,2755,catalytic subunit of the vacuolar transporter chaperone 4
Tb11.v5.0277,7.5100207,2756,"ATP-dependent DEAD/H RNA helicase, putative"
Tb927.10.6290,7.5100207,2757,"ATP-dependent DEAD/H RNA helicase, putative"
Tb927.11.13010,7.509729,2758,hypothetical protein
Tb927.3.1140,7.5089564,2759,"Surp module, putative"
Tb927.5.3390,7.5088844,2760,"ADG1, pseudogene"
Tb927.7.3490,7.5082507,2761,"synaptojanin, putative"
Tb11.v5.0291,7.507966,2762,"cleavage and polyadenylation specificity factor 30 kDa subunit, putative"
Tb927.11.12750,7.507966,2763,cleavage and polyadenylation specificity factor 30 kDa subunit
Tb927.11.8180,7.507891,2764,"hypothetical protein, conserved"
Tb927.10.2920,7.507756,2765,SUMO-interacting motif-containing protein
Tb927.11.16390,7.507424,2766,"cyclin dependent kinases regulatory subunit, putative"
Tb927.8.5710,7.5072784,2767,"recombination initiation protein NBS1, putative"
Tb927.4.3330,7.5069838,2768,"EF-hand domain pair, putative"
Tb927.11.1670,7.5069714,2769,cysteine desulfurase
Tb927.9.2940,7.5069103,2770,"hypothetical protein, conserved"
Tb927.10.12130,7.506662,2771,"Ubiquitin family, putative"
Tb927.10.11510,7.5065694,2772,"hypothetical protein, conserved"
Tb927.2.5950,7.5063925,2773,"hypothetical protein, conserved"
Tb927.9.6060,7.5062604,2774,ERV/ALR sulfhydryl oxidase domain-containing protein
Tb927.8.3710,7.5062466,2775,3'-5' exonuclease
Tb927.11.9780,7.5055943,2776,Nucleoporin NUP119
Tb10.v4.0036,7.505372,2777,"leucine carboxyl methyltransferase, putative"
Tb927.10.4460,7.505372,2778,"leucine carboxyl methyltransferase, putative"
Tb927.7.4450,7.5052595,2779,SUMO-interacting motif-containing protein
Tb927.11.3910,7.5050044,2780,"hypothetical protein, conserved"
Tb927.11.530,7.5046945,2781,"RNA-binding protein, putative"
Tb927.5.2500,7.504248,2782,"hypothetical protein, conserved"
Tb927.7.6220,7.503988,2783,"calcium/calmodulin-dependent protein kinase, putative"
Tb927.11.4280,7.5038867,2784,"hypothetical protein, conserved"
Tb927.7.2450,7.5036564,2785,SUMO-interacting motif-containing protein
Tb927.5.3190,7.5030637,2786,"hypothetical protein, conserved"
Tb927.7.5730,7.502676,2787,"hypothetical protein, conserved"
Tb927.11.14690,7.502053,2788,"Microtubule-binding protein MIP-T3, putative"
Tb927.4.1630,7.5016823,2789,ribosomal RNA processing protein 6
Tb927.8.1300,7.501486,2790,"hypothetical protein, conserved"
Tb927.7.5770,7.501382,2791,Nuclear Dbf2-related kinase
Tb927.10.14910,7.5013475,2792,"Sarcalumenin, putative"
Tb927.10.1520,7.500484,2793,"ras-related protein Rab21, putative"
Tb927.4.4350,7.500297,2794,"emp24/gp25L/p24 family/GOLD, putative"
Tb11.v5.0565,7.5001106,2795,"mitochondrial intermediate peptidase, putative"
Tb927.10.9820,7.5001106,2796,mitochondrial intermediate peptidase
Tb927.7.3810,7.4993477,2797,"'Cold-shock' DNA-binding domain containing protein, putative"
Tb927.7.450,7.4984097,2798,"Golgi complex component 7 (COG7), putative"
Tb927.3.3110,7.497813,2799,"Condensin complex subunit 3, putative"
Tb927.8.1140,7.4977856,2800,"hypothetical protein, conserved"
Tb927.8.1270,7.497781,2801,Nucleolar protein 54
Tb927.11.15270,7.4977217,2802,"phosphopantetheine adenylyltransferase, putative"
Tb927.3.720,7.4974313,2803,zinc finger protein 3
Tb11.v5.0854,7.4973407,2804,"NLI interacting factor-like phosphatase, putative"
Tb927.9.6090,7.4973407,2805,"PTP1-interacting protein, 39 kDa"
Tb927.10.1730,7.497054,2806,"Polyadenylation mediator complex protein PAMC3, putative"
Tb927.6.1270,7.4959846,2807,PITH domain-containing protein
Tb927.11.9870,7.495857,2808,Telomere-associated protein 1
Tb927.8.4390,7.495745,2809,"translation initiation factor eIF-2B subunit beta, putative"
Tb11.v5.0534,7.495017,2810,"protein kinase, putative"
Tb927.1.1530,7.495017,2811,"STE group serine/threonine-protein kinase, putative"
Tb927.8.3380,7.494089,2812,succinate dehydrogenase iron-sulfur subunit
Tb927.6.2260,7.493824,2813,"hypothetical protein, conserved"
Tb927.6.2320,7.493824,2814,"hypothetical protein, conserved"
Tb927.9.9020,7.493759,2815,"ribosome-interacting GTPase 2, putative"
Tb927.10.15740,7.4927716,2816,"hypothetical protein, conserved"
Tb927.11.13080,7.4925575,2817,"hypothetical protein, conserved"
Tb927.3.2190,7.4921913,2818,Capping enzyme RNA triphosphatase 1
Tb927.9.15290,7.492148,2819,"CHAT domain containing protein, putative"
Tb927.9.15450,7.4919853,2820,"Domain of unknown function (DUF4205), putative"
Tb927.6.3160,7.491068,2821,"splicing factor 3a, putative"
Tb11.v5.0487,7.490774,2822,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative"
Tb927.10.1200,7.490774,2823,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative"
Tb927.5.1250,7.4900928,2824,"GAF domain/TIP41-like family, putative"
Tb927.11.11620,7.489395,2825,"hypothetical protein, conserved"
Tb927.11.14910,7.4892826,2826,"protein phosphatase 2C, putative"
Tb927.7.3170,7.4891925,2827,"Beta-lactamase superfamily domain containing protein, putative"
Tb927.6.1830,7.488795,2828,"Cleavage stimulation factor subunit 50, putative"
Tb927.11.4160,7.488552,2829,predicted C2 domain protein
Tb927.1.5100,7.488525,2830,"expression site-associated gene 2 (ESAG2) protein, putative"
Tb927.7.6820,7.4884763,2831,"hypothetical protein, conserved"
Tb927.8.4380,7.4882045,2832,Archaic translocase of outer membrane 12 kDa subunit
Tb927.11.11000,7.4872694,2833,"Calponin homology (CH) domain containing protein, putative"
Tb927.11.2660,7.4865737,2834,"Golgi reassembly stacking protein (GRASP homologue), putative"
Tb927.5.1270,7.485849,2835,Acidic leucine-rich nuclear phosphoprotein 32 family member
Tb927.11.1620,7.4857435,2836,"hypothetical protein, conserved"
Tb927.10.5430,7.485697,2837,"Flagellar C1a complex subunit C1a-32, putative"
Tb927.1.4760,7.485696,2838,"Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative"
Tb927.7.6180,7.484903,2839,"hypothetical protein, conserved"
Tb927.10.15170,7.484662,2840,"hypothetical protein, conserved"
Tb927.7.300,7.4843655,2841,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
Tb927.9.9710,7.4842744,2842,"Histidine phosphatase superfamily (branch 1), putative"
Tb927.2.1180,7.4839015,2843,"retrotransposon hot spot protein 3 (RHS3), putative"
Tb927.4.3560,7.4836392,2844,"protein phoshatase 1, putative"
Tb927.11.3830,7.4822106,2845,"hypothetical protein, conserved"
Tb927.3.4160,7.481168,2846,"XPC-binding domain/UBA/TS-N domain containing protein, putative"
Tb927.8.1320,7.4811306,2847,"hypothetical protein, conserved"
Tb927.7.5680,7.480673,2848,"deoxyribose-phosphate aldolase, putative"
Tb927.8.5940,7.4804645,2849,"hypothetical protein, conserved"
Tb11.0520,7.4803996,2850,"dynein light chain, putative"
Tb927.10.1130,7.4803996,2851,"dynein arm light chain, axonemal, putative"
Tb927.10.7960,7.4798617,2852,"hypothetical protein, conserved"
Tb11.v5.0250,7.4789586,2853,"C2 domain containing protein, putative"
Tb11.v5.0497,7.4789586,2854,SUMO-interacting motif-containing protein
Tb927.10.5260,7.4789586,2855,"C2 domain containing protein, putative"
Tb927.9.10490,7.478684,2856,Component of motile flagella 56
Tb927.7.3290,7.4780016,2857,"WD domain, G-beta repeat, putative"
Tb927.5.3430,7.476855,2858,"ubiquitin-activating enzyme E1, putative"
Tb927.10.15410,7.476382,2859,glycosomal malate dehydrogenase
Tb927.7.5530,7.4759393,2860,"hypothetical protein, conserved"
Tb927.11.15800,7.475669,2861,Cytokinesis initiation factor 1
Tb927.2.1800,7.4754844,2862,"DNA polymerase delta catalytic subunit, putative"
Tb927.3.2780,7.4747963,2863,"hypothetical protein, conserved"
Tb927.10.8920,7.474679,2864,"ras-like small GTPase, putative"
Tb927.11.3480,7.4745607,2865,"Sin-like protein conserved region, putative"
Tb927.7.7530,7.474318,2866,"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.1.3010,7.4738584,2867,"mRNA processing protein, putative"
Tb927.8.7790,7.473382,2868,"zinc finger domain, LSD1 subclass, putative"
Tb927.5.3600,7.473366,2869,"ATP-dependent DEAD/H RNA helicase, putative"
Tb927.6.880,7.4730797,2870,conserved protein
Tb927.9.8810,7.4722004,2871,"hypothetical protein, conserved"
Tb927.1.3170,7.4721165,2872,"CHORD, putative"
Tb927.8.7510,7.4719687,2873,"p-nitrophenylphosphatase, putative"
Tb11.v5.0629,7.4718924,2874,"fumarate hydratase, putative"
Tb927.3.4500,7.4718924,2875,"Fumarate hydratase class I, cytosolic"
Tb927.11.13000,7.4711065,2876,"phospholipid-transporting ATPase, putative"
Tb927.7.510,7.4697146,2877,"hypothetical protein, conserved"
Tb927.6.4780,7.4690323,2878,"DNA ligase I, putative"
Tb927.9.6040,7.4690204,2879,"E1-like ubiquitin-activating enzyme, putative"
Tb927.11.4380,7.4687114,2880,"ATP-dependent RNA helicase, putative"
Tb927.11.8140,7.468253,2881,"ER lumen retaining receptor protein, putative"
Tb927.11.12940,7.467243,2882,"Uncharacterised protein family (UPF0160), putative"
Tb927.11.11860,7.467126,2883,"leucine-rich repeat protein (LRRP), putative"
Tb927.5.3730,7.467109,2884,"hypothetical protein, conserved"
Tb927.11.230,7.466854,2885,cleavage and polyadenylation specificity factor subunit 2
Tb927.10.10630,7.4665165,2886,"hypothetical protein, conserved"
Tb927.11.10860,7.465178,2887,20S-pre-rRNA D-site endonuclease NOB1
Tb927.10.13250,7.464314,2888,"hypothetical protein, conserved"
Tb927.11.12630,7.464286,2889,"hypothetical protein, conserved"
Tb927.3.1970,7.4635253,2890,"phosphopantothenoylcysteine synthetase, putative"
Tb927.7.6060,7.4623833,2891,"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.6.3820,7.4619913,2892,"hypothetical protein, conserved"
Tb927.7.3750,7.46101,2893,"TFIIF-stimulated CTD phosphatase, putative"
Tb11.v5.0430,7.460733,2894,"ankyrin, putative"
Tb927.4.1170,7.460733,2895,"ankyrin, putative"
Tb927.5.2790,7.4604025,2896,mitochondrial DNA polymerase beta-PAK
Tb927.2.3080,7.460007,2897,cytochrome b5-dependent oleate desaturase
Tb927.5.3240,7.4589963,2898,"hypothetical protein, conserved"
Tb927.11.5150,7.458978,2899,"hypothetical protein, conserved"
Tb927.4.2500,7.4578257,2900,eukaryotic translation initiation factor 2-alpha kinase 2
Tb927.9.12800,7.4575233,2901,"hypothetical protein, conserved"
Tb927.5.1870,7.4573035,2902,"Fidgetin, putative"
Tb11.v5.0268,7.4568915,2903,"60S ribosomal protein-like, putative"
Tb927.7.4550,7.4568915,2904,Mitochondrial ribosomal protein L7/L12
Tb927.10.4170,7.456366,2905,"hypothetical protein, conserved"
Tb927.11.600,7.4560065,2906,"Mitochondrial ATP synthase subunit, putative"
Tb927.11.7160,7.4558215,2907,"cdc2-related kinase 8, putative"
Tb11.v5.0793,7.4549847,2908,"FAT domain/Rapamycin binding domain/Phosphatidylinositol 3- and 4-kinase, putative"
Tb927.4.800,7.4549847,2909,"target of rapamycin kinase 3, putative"
Tb927.7.7450,7.454275,2910,"GTP-binding protein, putative"
Tb927.8.4190,7.453959,2911,"hypothetical protein, conserved"
Tb927.11.12180,7.4534736,2912,"kinesin, putative"
Tb11.0350,7.4521255,2913,hypothetical protein
Tb927.11.7650,7.4521255,2914,hypothetical protein
Tb927.6.3990,7.451946,2915,"hypothetical protein, conserved"
Tb11.v5.0818,7.45152,2916,"Peroxisome biogenesis protein 2, putative"
Tb927.3.2340,7.45152,2917,Peroxisome biogenesis protein 2
Tb927.10.910,7.450903,2918,DNA repair and recombination helicase protein PIF6
Tb927.4.1660,7.4496574,2919,"mitochondrial carrier protein, putative"
Tb927.11.15840,7.4496217,2920,"L-Lysine transport protein, putative"
Tb927.11.15860,7.4496217,2921,"L-Lysine transport protein, putative"
Tb927.3.2880,7.4493537,2922,"Mitochondrial ATP synthase subunit, putative"
Tb927.6.1960,7.4487906,2923,"glycosyltransferase family 28 protein, putative"
Tb927.11.12610,7.4485836,2924,cyclin 1
Tb927.2.3340,7.4485393,2925,hypothetical protein
Tb927.6.1720,7.4478607,2926,"hypothetical protein, conserved"
Tb927.11.2030,7.4462967,2927,"hypothetical protein, conserved"
Tb927.11.7420,7.4459176,2928,phosphoadenosine phosphosulfate reductase-like protein
Tb927.8.5640,7.4453373,2929,putative succinate dehydrogenase subunit
Tb927.7.4440,7.4452777,2930,"NAD dependent epimerase/dehydratase family, putative"
Tb927.11.7940,7.4447417,2931,"calmodulin, putative"
Tb11.v5.0230,7.444496,2932,"75 kDa invariant surface glycoprotein, putative"
Tb927.5.370,7.444496,2933,"75 kDa invariant surface glycoprotein, putative"
Tb927.10.3750,7.4444146,2934,"Endonuclease/Exonuclease/phosphatase family, putative"
Tb927.10.650,7.4437895,2935,Component of motile flagella 17
Tb927.10.7510,7.4433923,2936,"chromatin binding protein, putative"
Tb927.11.9170,7.4433637,2937,"DNA topoisomerase III, putative"
Tb927.6.2220,7.442796,2938,"hypothetical protein, conserved"
Tb927.1.3270,7.442764,2939,"hypothetical protein, conserved"
Tb927.3.3390,7.4426093,2940,"kinesin, putative"
Tb927.11.14310,7.4423676,2941,small nuclear ribonucleoprotein Sm-G
Tb927.7.5940,7.441411,2942,Protein Associated with Differentiation
Tb927.11.1440,7.4411817,2943,"hypothetical protein, conserved"
Tb927.6.630,7.44095,2944,"hypothetical protein, conserved"
Tb927.11.6830,7.4404926,2945,"Domain of unknown function(DUF2779), putative"
Tb927.4.2220,7.439948,2946,"TPR-repeat-containing chaperone protein DNAJ, putative"
Tb927.11.1270,7.4396944,2947,"Mitochondrial ATP synthase subunit, putative"
Tb11.v5.0730,7.439604,2948,"pumillio RNA binding protein 4, putative"
Tb927.6.820,7.439604,2949,Pumilio homology domain family member 4
Tb927.7.5190,7.4388165,2950,"hypothetical protein, conserved"
Tb927.1.640,7.43879,2951,BRCA2
Tb927.9.8160,7.4385586,2952,"chaperone protein DnaJ, putative"
Tb927.10.6220,7.438041,2953,5'-3' exoribonuclease D
Tb927.4.1690,7.4368954,2954,"Retinal Maintenance, putative"
Tb927.8.8020,7.43634,2955,"monoglyceride lipase, putative"
Tb927.2.2370,7.4360065,2956,"Vps51/Vps67, putative"
Tb927.9.1560,7.4359612,2957,"DnaJ domain containing protein, putative"
Tb927.11.7550,7.434973,2958,"hypothetical protein, conserved"
Tb927.11.11700,7.434602,2959,"nucleotidyl transferase, putative"
Tb927.8.1090,7.4339147,2960,NPAPL
Tb927.11.13060,7.4332066,2961,"translation-associated element 2, putative"
Tb927.3.4390,7.4326925,2962,dihydrolipoamide dehydrogenase
Tb927.2.6100,7.4325314,2963,"hypothetical protein, conserved"
Tb927.7.970,7.432296,2964,"NMD3 family, putative"
Tb927.10.11660,7.4312277,2965,"hypothetical protein, conserved"
Tb927.3.3370,7.431175,2966,"hypothetical protein, conserved"
Tb927.6.1670,7.4307456,2967,PAB-dependent poly(A)-specific ribonuclease subunit PAN2 (pseudogene)
Tb927.10.13520,7.430543,2968,"Zn-finger in Ran binding protein and others/FYVE zinc finger, putative"
Tb927.10.4950,7.4302673,2969,U2 small nuclear ribonucleoprotein 16.5K
Tb927.4.4650,7.429911,2970,"diphthine synthase, putative"
Tb927.9.4850,7.42922,2971,"leucine-rich repeat protein (LRRP), putative"
Tb927.2.3620,7.428667,2972,"GTP-binding elongation factor Tu family, putative"
Tb927.8.6900,7.4286504,2973,"transport protein particle (TRAPP) component, putative"
Tb11.v5.0166,7.4279747,2974,"hypothetical protein, conserved"
Tb927.7.4840,7.4279747,2975,"hypothetical protein, conserved"
Tb927.6.3030,7.4275446,2976,"hypothetical protein, conserved"
Tb927.9.9740,7.4266586,2977,"AMP deaminase, putative"
Tb927.10.2340,7.4264936,2978,"SNARE domain containing protein, putative"
Tb927.6.2520,7.426465,2979,"hypothetical protein, conserved"
Tb927.10.7920,7.4251213,2980,"hypothetical protein, conserved"
Tb927.11.6010,7.4249105,2981,"conserved protein, unknown function"
Tb927.10.6160,7.4248524,2982,"Sec34-like family, putative"
Tb927.11.6350,7.4246726,2983,"AAA ATPase, putative"
Tb927.10.15210,7.4234066,2984,nuclear cap binding complex subunit CBP30
Tb927.2.1920,7.421948,2985,"expression site-associated gene 5 (ESAG5) protein, putative"
Tb927.9.12980,7.4217815,2986,"Alpha/beta hydrolase family, putative"
Tb927.8.8170,7.421392,2987,RNA editing mediator complex protein 5
Tb927.10.14090,7.4206934,2988,"transporter, putative"
Tb927.10.9450,7.4204993,2989,"invariant surface glycoprotein, putative"
Tb927.11.4100,7.420356,2990,"variant surface glycoprotein (VSG), putative"
Tb927.8.6950,7.419956,2991,roadblock/LC7 family member
Tb927.8.6080,7.4199123,2992,"Glycerophosphoryl diester phosphodiesterase family, putative"
Tb927.11.10110,7.419745,2993,"actin-like protein, putative"
Tb927.11.7710,7.419745,2994,"Gp63-1 surface protease homolog, putative"
Tb927.11.7200,7.4196286,2995,"GRIP domain containing protein, putative"
Tb927.11.12190,7.4194894,2996,"FHA domain containing protein, putative"
Tb927.10.1900,7.419352,2997,"DNA topoisomerase IA, putative"
Tb927.11.840,7.419218,2998,"sodium/hydrogen exchanger, putative"
Tb927.1.1960,7.4184976,2999,"chaperone protein DnaJ, putative"
Tb927.2.5130,7.4183307,3000,"hypothetical protein, conserved"
Tb927.9.7820,7.418317,3001,"hypothetical protein, conserved"
Tb927.11.14230,7.4182725,3002,"Vps23 core domain containing protein, putative"
Tb927.10.10780,7.418152,3003,"hypothetical protein, conserved"
Tb927.9.2600,7.4177275,3004,"hypothetical protein, conserved"
Tb11.v5.0604,7.4174676,3005,"hypothetical protein, conserved"
Tb927.10.11340,7.4174676,3006,"hypothetical protein, conserved"
Tb927.7.6680,7.4174123,3007,"STE/STE11 serine/threonine-protein kinase, putative"
Tb927.3.1620,7.4171996,3008,"ER-golgi trafficking TRAPP I complex 85 kDa subunit, putative"
Tb927.7.7300,7.4162617,3009,"ATP-dependent DEAD/H RNA helicase, putative"
Tb927.6.3210,7.416007,3010,"Adenylate kinase, nuclear"
Tb927.3.4640,7.4156137,3011,"VIT family, putative"
Tb927.10.310,7.4154696,3012,pumillio/PUF RNA binding protein 3
Tb927.11.280,7.415398,3013,"hypothetical protein, conserved"
Tb927.10.9020,7.415322,3014,"Gcd10p family, putative"
Tb927.9.2400,7.413983,3015,"hypothetical protein, conserved"
Tb927.1.450,7.413772,3016,"retrotransposon hot spot protein (RHS, pseudogene), putative"
Tb927.6.2000,7.412962,3017,"spliceosome-associated protein, putative"
Tb927.8.8000,7.4125967,3018,"hypothetical protein, conserved"
Tb927.5.610,7.4123425,3019,"acidic phosphatase, putative"
Tb927.11.9630,7.41228,3020,"Snf7, putative"
Tb927.3.2280,7.411845,3021,"vacuolar sorting protein 33 , putative"
Tb927.1.1220,7.4117885,3022,RWD domain-containing protein
Tb927.5.2590,7.41147,3023,"Macro domain containing protein, putative"
Tb927.11.13700,7.41064,3024,Basal body protein
Tb927.11.14600,7.4103055,3025,"procyclin-associated gene 2-like protein, putative"
Tb927.11.13460,7.4099174,3026,"hypothetical protein, conserved"
Tb927.6.2700,7.4094286,3027,small nuclear ribonucleoprotein Sm-E
Tb927.1.2730,7.408951,3028,"conserved protein, unknown function"
Tb927.8.5740,7.4085507,3029,"proteasome 26S non-ATPase subunit 9, putative"
Tb927.9.5710,7.4079137,3030,general transcription factor IIB
Tb927.3.4960,7.407815,3031,"kinesin, putative"
Tb927.11.9760,7.407748,3032,"hypothetical protein, conserved"
Tb927.8.800,7.407651,3033,"Domain of unknown function (DUF3437), putative"
Tb927.3.3360,7.407594,3034,"acyltransferase, putative"
Tb927.11.12920,7.4073787,3035,"hypothetical protein, conserved"
Tb927.10.4740,7.4069896,3036,"nucleolar RNA-binding protein, putative"
Tb927.11.15000,7.406645,3037,survival of motor neuron (SMN)-like protein
Tb927.11.14920,7.4066205,3038,"hypothetical protein, conserved"
Tb927.9.11150,7.4063883,3039,"hypothetical protein, conserved"
Tb927.11.10270,7.405689,3040,"Golgi SNAP receptor complex member 1, putative"
Tb927.11.16860,7.4056005,3041,Guide RNA binding complex protein 3
Tb927.10.10130,7.405483,3042,RNA editing mediator complex protein 1
Tb11.v5.0892,7.404937,3043,"hypothetical protein, conserved"
Tb927.10.5120,7.4039817,3044,KREPA6
Tb927.10.11400,7.4027624,3045,"WD domain, G-beta repeat, putative"
Tb927.9.3680,7.4027624,3046,"hypothetical protein, conserved"
Tb927.3.5450,7.4024463,3047,Basal body protein
Tb927.8.5060,7.402196,3048,ADP-ribosylation factor-like protein 6
Tb11.v5.0289,7.4020433,3049,"ubiquitin ligase, putative"
Tb927.11.12770,7.4020433,3050,"ubiquitin ligase, putative"
Tb927.3.3250,7.402007,3051,"hypothetical protein, conserved"
Tb927.10.850,7.4014764,3052,"hook complex protein, conserved"
Tb927.11.5820,7.401369,3053,"Inhibitor of apoptosis-promoting Bax1, putative"
Tb927.2.2950,7.4013247,3054,"Nop14-like family, putative"
Tb927.9.6430,7.400805,3055,"Rab geranylgeranyl transferase component A, putative"
Tb927.10.3230,7.4007907,3056,"CMGC/MAPK protein kinase, putative"
Tb927.7.2750,7.4003043,3057,"calcium/calmodulin-dependent protein kinase, putative"
Tb927.4.4070,7.3972325,3058,"mevalonate kinase, putative"
Tb927.10.4070,7.3971186,3059,"hypothetical protein, conserved"
Tb927.11.11730,7.396788,3060,"MRP protein, putative"
Tb11.v5.0691,7.3965993,3061,"hypothetical protein, conserved"
Tb927.5.3010,7.3965993,3062,Guide RNA binding complex protein 6
Tb927.9.11720,7.3964524,3063,Iron-sulfur cluster assembly protein
Tb927.4.1190,7.396403,3064,"LicD family, putative"
Tb927.11.12380,7.3960996,3065,"hypothetical protein, conserved"
Tb927.11.2390,7.395995,3066,"Tubulin-tyrosine ligase family, putative"
Tb927.11.2420,7.395995,3067,"Tubulin-tyrosine ligase family, putative"
Tb927.10.1040,7.3953433,3068,"serine peptidase, Clan SC, Family S10"
Tb927.8.6490,7.394936,3069,Basal body protein
Tb927.8.7530,7.394706,3070,"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative"
Tb927.8.1420,7.3944545,3071,"acyl-CoA dehydrogenase, mitochondrial precursor, putative"
Tb927.11.1750,7.3942747,3072,"hypothetical protein, conserved"
Tb927.8.4160,7.39423,3073,"hypothetical protein, conserved"
Tb927.10.15430,7.3937993,3074,"Ankyrin repeats (3 copies), putative"
Tb927.1.540,7.39335,3075,"DNA-directed RNA polymerase III, putative"
Tb927.1.60,7.39335,3076,"RNA polymerase (pseudogene), putative"
Tb927.6.5190,7.39335,3077,"DNA-directed RNA polymerase III, pseudogene, putative"
Tb927.6.3780,7.393096,3078,"E3 ubiquitin-protein ligase, putative"
Tb927.7.5920,7.3930464,3079,"mercaptopyruvate sulfurtransferase, putative"
Tb927.6.3920,7.392826,3080,"hypothetical protein, conserved"
Tb927.10.3780,7.392249,3081,"hypothetical protein, conserved"
Tb927.9.2050,7.392198,3082,"membrane protein YIP1, putative"
Tb927.4.4060,7.391892,3083,"hypothetical protein, conserved"
Tb927.9.8260,7.3916435,3084,rhomboid-like protein
Tb927.11.16340,7.3914633,3085,"Importin-beta N-terminal domain/HEAT-like repeat, putative"
Tb927.8.5490,7.391285,3086,"Nucleolar protein,Nop52, putative"
Tb11.v5.0391,7.391257,3087,"rRNA biogenesis protein, putative"
Tb927.1.1370,7.391257,3088,"rRNA biogenesis protein, putative"
Tb927.11.15350,7.391243,3089,"RNA-binding protein, putative"
Tb927.1.2580,7.3911443,3090,exosome-associated protein 1
Tb927.7.2200,7.390997,3091,mitochondrial import inner membrane translocase subunit tim9
Tb927.3.1690,7.390775,3092,"Mitochondrial ATP synthase subunit, putative"
Tb927.8.2600,7.3904862,3093,"WD domain, G-beta repeat/BING4CT (NUC141) domain containing protein, putative"
Tb927.11.16230,7.3902774,3094,"hypothetical protein, conserved"
Tb927.11.1360,7.3902726,3095,"zinc-finger of a C2HC-type, putative"
Tb927.9.12150,7.389749,3096,"transport protein particle (TRAPP) subunit, putative"
Tb927.8.5960,7.389555,3097,"hypothetical protein, conserved"
Tb11.v5.1022,7.3895245,3098,"protein kinase, putative"
Tb927.10.3340,7.3895245,3099,"CMGC/MAPK protein kinase, putative"
Tb927.1.3070,7.3890862,3100,"hypothetical protein, conserved"
Tb927.9.9010,7.388458,3101,"SAC3/GANP/Nin1/mts3/eIF-3 p25 family, putative"
Tb927.11.9200,7.3877144,3102,"methyltransferase domain containing protein, putative"
Tb927.6.3020,7.386776,3103,"hypothetical protein, conserved"
Tb927.4.2540,7.3867283,3104,"Neural precursor cell-expressed, developmently downregulated 8"
Tb927.10.4620,7.386348,3105,"peptidyl-prolyl cis-trans isomerase, putative"
Tb927.7.5290,7.3862405,3106,"hypothetical protein, conserved"
Tb927.2.6070,7.386,3107,mitochondrial RNA binding complex 1 subunit
Tb927.9.1510,7.3855605,3108,"D-ala D-ala ligase C-terminus/SET domain containing protein, putative"
Tb927.4.4340,7.385392,3109,"Domain of unknown function (DUF4498), putative"
Tb927.2.2360,7.385363,3110,"Ankyrin repeats (3 copies)/Zinc finger, C3HC4 type (RING finger), putative"
Tb927.4.3660,7.38375,3111,"hypothetical protein, conserved"
Tb927.5.2980,7.383501,3112,"Exocyst complex component Sec3, putative"
Tb927.3.3650,7.3832603,3113,"hypothetical protein, conserved"
Tb927.10.11610,7.3832,3114,SKP1-like protein
Tb927.6.2830,7.3824573,3115,"GTPase activating protein, conserved"
Tb927.3.950,7.3823934,3116,"2OG-Fe(II) oxygenase superfamily, putative"
Tb927.3.1260,7.3823295,3117,"hypothetical protein, conserved"
Tb11.v5.0422,7.3818827,3118,"SET domain containing protein, putative"
Tb927.10.4600,7.3818827,3119,predicted SET domain protein
Tb11.v5.0164,7.381297,3120,"Trm112p-like protein, putative"
Tb927.7.4820,7.381297,3121,"Trm112p-like protein, putative"
Tb927.1.4740,7.3812966,3122,"FAM91 N-terminus/FAM91 C-terminus, putative"
Tb927.8.710,7.380964,3123,"RNA-binding protein, putative"
Tb927.10.6550,7.3799496,3124,"Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region/Zinc-finger (CX5CX6HX5H) motif containing protein, putative"
Tb927.9.13240,7.379091,3125,"hypothetical protein, conserved"
Tb927.11.3340,7.3786774,3126,"RNA-binding protein 34, putative"
Tb927.11.16410,7.3776984,3127,"enolase, putative"
Tb927.8.1250,7.377026,3128,"Sel1 repeat, putative"
Tb927.8.4510,7.377022,3129,Nucleoside diphosphate kinase 4
Tb11.v5.0364,7.3767266,3130,"hypothetical protein, conserved"
Tb927.7.3280,7.376676,3131,"translation initiation factor IF-2, putative"
Tb927.11.10370,7.3760095,3132,glycosyl hydrolase-like protein
Tb927.9.12380,7.375847,3133,"Histidine phosphatase superfamily (branch 1), putative"
Tb927.10.13480,7.375798,3134,"CAMK/CAMKL family protein kinase, putative"
Tb927.10.13490,7.375798,3135,"CAMK/CAMKL family protein kinase, putative"
Tb927.10.880,7.3733435,3136,thymidine kinase
Tb927.8.8310,7.373296,3137,"chaperone protein DnaJ, putative"
Tb927.5.2060,7.3731494,3138,Cell division cycle 5-like protein
Tb927.6.1200,7.3729944,3139,"Polyadenylation mediator complex protein PAMC2, putative"
